group,y,x,alpha,beta,corr_mid,corr_ret,resid_mean,resid_sd,resid_acf1,half_life,adf_t,n,min_day_adf,max_day_hl
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,10258.577855520023,-0.002783325620222488,-0.008066705340676893,5.640856674351176e-05,-8.071462313334147e-13,330.6842450108312,0.999520059701255,1443.8896555077426,-2.727070892305746,30000,-3.279769320329537,966.1778042795235
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,8207.916773264205,0.18749942614840864,0.43421141924059614,0.0064778687405066026,1.1408701539039611e-12,297.8936951915372,0.9993866730579138,1129.7964402926527,-2.9829324514674895,30000,-2.047685406975729,1305.6470825647173
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,10326.688717383251,-0.009583375268744287,-0.01568085677828358,-0.0011045967404855273,9.313225746154786e-14,330.6543449586097,0.9995199415798316,1443.5342919967168,-2.7279452172772576,30000,-2.821997784798636,1244.3731369970012
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,10410.289691187296,-0.016554130050890677,-0.022533526267267835,0.004291946194961772,3.259629011154175e-13,330.6110371588473,0.9995196233796798,1442.5778692467097,-2.7346187220296945,30000,-2.81490707695326,823.5682387235463
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,10465.710071974048,0.09298712743589824,0.074300537127201,0.0015892753719059106,1.862645149230957e-13,955.7795038820177,0.9999273321994606,9538.227252918396,-0.40443480894298456,30000,-1.4558393046012874,3053.099605994989
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,2863.769827954544,0.8242458458478021,0.4653458919493334,0.010298439273948379,-1.14863117535909e-12,848.3329591894546,0.9998574403718199,4861.809621922824,-0.6576067769149154,30000,-1.8989707058264724,1995.4769737456254
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,14232.415035681312,-0.24931485927181146,-0.11709511682888303,0.0021450428348597627,2.483526865641276e-13,951.8353871955303,0.9999229739919325,8998.525334844386,-0.9016834868194232,30000,-0.8452560898046718,2512.19895537854
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,9472.675545381222,0.12397529936971974,0.08759617878971607,-9.623858945630243e-06,-7.256555060545603e-13,762.8801534139994,0.9998968578025654,6719.959927394785,-1.0052878723730818,30000,-2.86781975853638,2146.321165150387
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,10938.670907121272,-0.015505667075195679,-0.009114061485025358,0.013669796880135025,-1.0399768749872843e-12,765.7921217561726,0.9998990271487013,6864.342014041125,-1.0070050432369122,30000,-2.82932539191789,1741.5279090278966
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,14907.368350385532,-0.4029565464714432,-0.3352198437009315,0.004190327678297776,3.880510727564494e-13,509.7935551870013,0.9997471023543715,2740.474421965018,-2.284255812560363,30000,-2.1083069536363346,1798.3200581579372
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,12806.548848714083,-0.13167650235258876,-0.0604532124637875,0.0069356358293877545,3.880510727564494e-13,898.2855269983804,0.9999177960329207,8431.69393245169,-1.6811489685884504,30000,-2.9206425184482776,2717.9281266058274
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2026.9921369091335,0.79138381500618,0.8596166475986896,0.002542689576986948,3.802900513013204e-13,459.8105777449832,0.9994833930356806,1341.3836256015704,-2.7469297033714195,30000,-2.3489579107133665,1541.2655532259744
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,8153.480472626548,0.33663147362945167,0.19029358058001639,0.0064603600769560085,4.967053731282552e-13,883.4872316265686,0.9999100242052005,7703.360647187384,-1.7982463069446906,30000,-3.2025544977683347,1371.3335659679205
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,3205.498165870108,0.7106346804422015,0.7009587499324819,-0.0013062105830980372,7.295360167821249e-13,641.8327610746398,0.999757809631709,2861.646585190611,-1.8624555754438739,30000,-2.8177854445018515,2249.990208872846
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,10893.894140448874,-0.016253657626094827,-0.038455428850412456,0.008979121556062387,5.975986520449321e-13,412.8565537684175,0.9996631759483967,2057.5443956154218,-2.5891921244690113,30000,-2.3059761983863303,2075.212736034262
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,6841.692575671174,0.4005354775093403,0.49317301761675797,0.0031639236161763486,6.257323548197746e-13,359.422675744354,0.9994993831184235,1384.2395072810643,-3.168887452749446,30000,-2.3076679600268584,2322.213198406024
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,10357.65629891559,0.02982277327686095,0.06407416984278311,-0.0036138038346899613,9.158005317052205e-13,412.31317227982163,0.9996620738059141,2050.832607229656,-2.524623080501675,30000,-2.4748364034560493,1929.599309473091
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,6145.312348430318,0.591009683488334,0.3075716927504422,0.0026625793753268898,1.5211602052052817e-12,930.1377185246358,0.9998998077349665,6917.82400322988,-2.1580936207230095,30000,-2.8319261276433556,1075.323379324173
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,729.9822754015913,0.9638229304629595,0.8752369904278977,-0.007018573471707209,9.778887033462524e-13,472.8224573692419,0.9993963461727187,1147.90616362312,-3.0386849307687487,30000,-3.9107090591143088,845.2942387698118
SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_COTTON,7010.814131028915,0.22777119733798562,0.39744354539735316,0.006640864408030022,-5.74315587679545e-13,466.8150698943037,0.9997721554292853,3041.8465117520823,-1.3788918136795494,30000,-2.854061986894876,736.7820504473237
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_OVAL,10381.067552311204,-0.1425720636639143,-0.41550078822883746,0.012610835283255909,1.0865430037180584e-12,484.36120778821805,0.9998106274750722,3659.88438521745,-1.976547229219081,30000,-3.981526073359318,575.5952555968
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,9585.893613095635,-0.027290562618382697,-0.0937980661769521,0.0075329629434350365,-3.104408582051595e-13,530.1556555523305,0.9998475925512592,4547.640975214064,-0.9778525439173241,30000,-3.2065067473232336,1434.0257962150743
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,8358.352817733377,0.09808627707216258,0.13851846258226103,0.009489781602619417,6.20881716410319e-13,527.3699222517719,0.9998441178051155,4446.262480573141,-0.9813905202063982,30000,-3.630538892327642,5238.79525853411
