candidate_set,test_day,group,target,candidate_id,threshold,horizon,exit_rule,direction,entry_timestamp,exit_timestamp,entry_z,entry_abs_z,entry_price,exit_price,hold,pnl
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,0,50000,-4.532426213828128,4.532426213828128,10004.0,9894.0,500,-1100.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,0,50000,4.643615933301804,4.643615933301804,9996.0,9875.0,500,1210.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,0,50000,-5.462798498852413,5.462798498852413,10006.0,9967.0,500,-390.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,0,50000,-6.10435221670007,6.10435221670007,10008.0,9807.0,500,-2010.0
lodo_top_per_group,2,UV_VISOR,UV_VISOR_MAGENTA,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,3600,53600,-1.5012083361500885,1.5012083361500885,10016.0,10137.0,500,1210.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,6300,56300,-6.467016358910224,6.467016358910224,9967.0,9813.0,500,-1540.0
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,50000,100000,-5.4272210325185455,5.4272210325185455,9903.0,10117.0,500,2140.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,50000,100000,4.320708203717299,4.320708203717299,9866.0,9979.0,500,-1130.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,50000,100000,-6.317480096869845,6.317480096869845,9980.0,10482.0,500,5020.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,50000,100000,-7.117111008500819,7.117111008500819,9824.0,10207.0,500,3830.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,63600,113600,-6.287177355456366,6.287177355456366,9729.0,9810.0,500,810.0
lodo_top_per_group,2,SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,86100,136100,1.539352919456212,1.539352919456212,10710.0,11059.0,500,-3490.0
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,100000,150000,-4.8224558882471005,4.8224558882471005,10126.0,9999.0,500,-1270.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,100000,150000,4.849147860344945,4.849147860344945,9970.0,9650.0,500,3200.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,100000,150000,-4.104207582528548,4.104207582528548,10495.0,10727.0,500,2320.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,100000,150000,-6.705546328668484,6.705546328668484,10224.0,10487.0,500,2630.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,113800,163800,5.000720155299357,5.000720155299357,9790.0,9567.0,500,2230.0
lodo_top_per_group,2,SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,136100,186100,3.248935942148769,3.248935942148769,11049.0,11429.0,500,-3800.0
lodo_top_per_group,2,MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,1.5,500,zero_cross,-1,138100,188100,1.5295375517447864,1.5295375517447864,10287.0,9855.0,500,4320.0
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,150000,200000,-4.453611627654522,4.453611627654522,10008.0,10147.0,500,1390.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,150000,200000,2.9658873601507962,2.9658873601507962,9642.0,9342.0,500,3000.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,150000,200000,-3.3565615139312945,3.3565615139312945,10740.0,10804.0,500,640.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,150000,200000,-5.736866764737218,5.736866764737218,10505.0,10307.0,500,-1980.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,168900,218900,-6.106685251881904,6.106685251881904,9532.0,9751.0,500,2190.0
lodo_top_per_group,2,SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,186100,236100,4.58336309410432,4.58336309410432,11419.0,11286.0,500,1330.0
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,200000,250000,-5.1911119578583165,5.1911119578583165,10156.0,9940.0,500,-2160.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,200000,250000,2.8210170768183236,2.8210170768183236,9334.0,9689.0,500,-3550.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,200000,250000,-2.1833736597796727,2.1833736597796727,10818.0,10629.0,500,-1890.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,200000,250000,-4.347704888993093,4.347704888993093,10325.0,10000.0,500,-3250.0
lodo_top_per_group,2,MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,1.5,500,zero_cross,-1,218500,268500,1.5180028553585923,1.5180028553585923,10168.0,10387.0,500,-2190.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,220400,270400,5.722683952962556,5.722683952962556,9753.0,10138.0,500,-3850.0
lodo_top_per_group,2,UV_VISOR,UV_VISOR_MAGENTA,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,235700,285700,-1.505408572989593,1.505408572989593,10052.0,9925.0,500,-1270.0
lodo_top_per_group,2,SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,236100,286100,4.485546751359882,4.485546751359882,11276.0,11574.0,500,-2980.0
lodo_top_per_group,2,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR|TRANSLATOR_GRAPHITE_MIST|thr=2.5|h=500|fixed_horizon,2.5,500,fixed_horizon,1,250000,300000,-6.2283401938528495,6.2283401938528495,9949.0,9630.0,500,-3190.0
lodo_top_per_group,2,PANEL,PANEL_2X2,PANEL|PANEL_2X2|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,-1,250000,300000,2.9397723439659313,2.9397723439659313,9680.0,9748.0,500,-680.0
lodo_top_per_group,2,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,2.0,500,fixed_horizon,1,250000,300000,-2.8905682862064226,2.8905682862064226,10643.0,10929.0,500,2860.0
lodo_top_per_group,2,SNACKPACK,SNACKPACK_RASPBERRY,SNACKPACK|SNACKPACK_RASPBERRY|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,250000,300000,-4.419544810756098,4.419544810756098,10017.0,10045.0,500,280.0
lodo_top_per_group,2,MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,1.5,500,zero_cross,-1,268500,318500,3.020139192149734,3.020139192149734,10377.0,9896.0,500,4810.0
lodo_top_per_group,2,PEBBLES,PEBBLES_M,PEBBLES|PEBBLES_M|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,275500,325500,-6.109489933040403,6.109489933040403,9954.0,10096.0,500,1420.0
lodo_top_per_group,2,UV_VISOR,UV_VISOR_MAGENTA,UV_VISOR|UV_VISOR_MAGENTA|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,1,285700,335700,-2.046940672785907,2.046940672785907,9938.0,10006.0,500,680.0
lodo_top_per_group,2,SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,1.5,500,fixed_horizon,-1,286100,336100,5.416644181339564,5.416644181339564,11563.0,11571.0,500,-80.0
