product,group,at_ask_count,at_bid_count,at_touch_share,book_gap_mean_median,fwd_abs_move_h5_to_halfspread,imbalance_abs_mean,imbalance_corr_h1,imbalance_extreme_active_edge_h1,imbalance_extreme_mid_edge_h1,imbalance_extreme_n,imbalance_extreme_passive_edge_h1,imbalance_extreme_passive_fill_next5,inside_count,inside_share,mid_ret_abs_mean,mid_ret_sd,move_tick_pct,outside_count,outside_share,passive_buy_fill_next5_pct,passive_sell_fill_next5_pct,spread_median,spread_p90,ticks,top3_depth_median,top_depth_median,top_depth_share_median,touch_qty_to_depth_median,trade_count,trade_markout_1_mean,trade_markout_20_mean,trade_markout_5_mean,trade_qty,trade_ticks_pct
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,119.33333333333333,125.0,1.0,1.6666666666666667,2.8131940178233914,0.02115758686221107,0.05911797794409172,0.10829109886183841,3.7986068366253254,332.3333333333333,7.488922574388813,0.045957357219415094,0.0,0.0,9.10966096609661,11.44803025823127,0.9759666666666668,0.0,0.0,0.04253333333333333,0.04443333333333333,14.666666666666666,15.666666666666666,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-7.411346077863986,-9.739232501904944,-8.418945193604364,601.6666666666666,0.024433333333333335
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,119.33333333333333,125.0,1.0,1.5,2.832917072089158,0.02115758686221107,0.05223600362937056,-0.3376728933802889,2.976984956361966,332.3333333333333,6.291642806104221,0.04754312764762925,0.0,0.0,8.175117511751175,10.244436068097537,0.9739,0.0,0.0,0.04563333333333333,0.0424,13.0,14.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.483600503564046,-7.9060337245956624,-6.3788439986723136,601.6666666666666,0.024433333333333335
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,119.33333333333333,125.0,1.0,1.6666666666666667,2.883100335780426,0.02115758686221107,0.05893770577078545,0.15079575613739601,3.6293993390496606,332.3333333333333,7.108002921961925,0.04798116674322462,0.0,0.0,8.657565756575657,10.861920391405052,0.9765333333333333,0.0,0.0,0.044566666666666664,0.04136666666666667,14.0,15.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.835821683858476,-7.447779258331001,-7.037449929231303,601.6666666666666,0.024433333333333335
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,119.33333333333333,125.0,1.0,1.5,2.829484988729611,0.02115758686221107,0.052197733549722104,-0.2618658449446231,3.3227098963915687,332.3333333333333,6.90728563772776,0.04802123207267902,0.0,0.0,8.855018835216855,11.093975996878841,0.9766333333333334,0.0,0.0,0.042899999999999994,0.043833333333333335,14.0,15.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-7.376233145614395,-7.139036348710746,-6.7963868563228145,601.6666666666666,0.024433333333333335
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,119.33333333333333,125.0,1.0,1.5,2.841580848421769,0.02115758686221107,0.06356438704722366,0.31454505435614766,3.6949973204715967,332.3333333333333,7.075449586587047,0.045718496401776144,0.0,0.0,8.394456112277895,10.533996129861658,0.9755333333333334,0.0,0.0,0.042366666666666664,0.045000000000000005,13.333333333333334,14.333333333333334,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-7.034071038843275,-6.965589190656014,-7.920212592855576,601.6666666666666,0.024433333333333335
MICROCHIP_CIRCLE,MICROCHIP,100.0,89.66666666666667,1.0,1.0,4.04462694310118,0.06877749514208374,0.02285324534417037,-3.290919781034731,0.6422944985061391,1551.6666666666667,4.575508778047009,0.038545927406669574,0.0,0.0,7.348968230156349,9.228285160602473,0.9716,0.0,0.0,0.03936666666666667,0.03676666666666667,8.333333333333334,9.333333333333334,10000.0,32.0,12.666666666666666,0.3911680911680912,0.2896825396825397,189.66666666666666,-4.153039312266727,-2.8131570659109357,-4.295096681540749,373.0,0.018966666666666666
MICROCHIP_OVAL,MICROCHIP,100.0,89.66666666666667,1.0,1.0,5.9379017154079685,0.11234876191382887,0.018277901247015404,-2.9143420588210005,0.6788273265058126,1606.0,4.271996711832625,0.04378663117997316,0.0,0.0,9.753158649198253,12.285965309000373,0.9774666666666666,0.0,0.0,0.04046666666666667,0.0394,7.666666666666667,8.333333333333334,10000.0,32.0,15.0,0.4762820512820513,0.2611111111111111,189.66666666666666,-4.433455426976977,-3.9784814481117245,-3.6850421727126896,373.0,0.018966666666666666
MICROCHIP_RECTANGLE,MICROCHIP,100.0,89.66666666666667,1.0,1.0,6.006462093480603,0.10034249575789271,0.006039042016437796,-3.7574496227901046,0.17195219590729516,1713.0,4.101354014604695,0.040618825678164557,0.0,0.0,10.420358702536921,13.101190217302664,0.9784666666666667,0.0,0.0,0.04243333333333333,0.03783333333333334,8.333333333333334,8.333333333333334,10000.0,32.0,13.333333333333334,0.40581090735889497,0.2738095238095238,189.66666666666666,-3.995325982954053,-1.2766259282219496,-2.7182792342352697,373.0,0.018966666666666666
MICROCHIP_SQUARE,MICROCHIP,100.0,89.66666666666667,1.0,1.3333333333333333,6.186252676787944,0.007507592415635894,0.025887833434020294,0.2701976354063867,3.293182149477488,239.33333333333334,6.31616666354859,0.05161508587963287,0.0,0.0,16.30826415974931,20.542226193585748,0.9850333333333333,0.0,0.0,0.037399999999999996,0.042133333333333335,12.0,13.0,10000.0,32.0,12.0,0.375,0.3333333333333333,189.66666666666666,-6.041127016888541,-9.88408611452797,-9.217437961277861,373.0,0.018966666666666666
MICROCHIP_TRIANGLE,MICROCHIP,100.0,89.66666666666667,1.0,1.0,5.968390451839677,0.04966124105200042,0.017543894950744803,-2.336742091574427,0.9416347305389222,884.6666666666666,4.220011552652271,0.043353172442992804,0.0,0.0,11.497816448311497,14.459361202436433,0.9785666666666667,0.0,0.0,0.04133333333333333,0.0402,8.666666666666666,9.333333333333334,10000.0,32.0,12.666666666666666,0.3833333333333333,0.31746031746031744,189.66666666666666,-4.756397978115112,-8.47399879117809,-5.136150035460805,373.0,0.018966666666666666
