product,kind,window,threshold,horizon,signal_n,positive_days_active,positive_days_mid,min_day_active_edge,min_day_mid_edge,worst_day_signal_n,days_with_signals,mid_edge,active_edge,hit_rate_mid,hit_rate_active,avg_abs_z,acf_ret_1,acf_dev_1,half_life_dev,signal_pct
PEBBLES_XS,product_rolling,1000,3.0,500,302,3,3,162.625,166.640625,93,3,254.68708609271522,249.92549668874173,0.9072847682119205,0.9039735099337748,3.2042948005205,-0.01605009313635515,0.9975854838252468,310.11896152565123,0.010677588009759499
PEBBLES_XL,product_rolling,500,3.0,200,376,3,3,160.77884615384616,168.43269230769232,81,3,203.64760638297872,194.96010638297872,0.6462765957446809,0.6436170212765957,3.3580845858475277,0.008793805384353122,0.9953800168366258,156.1226416702328,0.01461626139817629
PEBBLES_XL,product_rolling,200,2.5,500,1376,3,3,150.52797202797203,158.9020979020979,429,3,198.82412790697674,190.57013081395348,0.6438953488372093,0.6395348837209303,2.8444365669545424,0.007200937493953292,0.99095830586277,77.45213532955063,0.048632649938800496
MICROCHIP_TRIANGLE,product_rolling,1000,2.0,500,3535,3,3,126.55508145849495,131.077967416602,856,3,160.9121640735502,156.54073550212163,0.7258840169731259,0.7188118811881188,2.4359967110222938,-0.00681014915109415,0.9980195990732326,385.6571477500951,0.12882772277227722
ROBOT_DISHES,product_rolling,1000,3.0,500,398,3,3,118.36309523809524,122.02380952380952,84,3,156.51130653266333,152.91331658291458,0.7814070351758794,0.7763819095477387,3.3427550101552432,-0.08232301318673889,0.9959494311336953,344.38129196631985,0.016023803226659614
MICROCHIP_TRIANGLE,product_rolling,1000,1.0,500,14771,3,3,118.02775984506133,121.9413600172154,4647,3,160.96770699343307,156.63208313587435,0.7323133166339449,0.7277774016654255,1.677893931929979,-0.007557580012810725,0.9979175991032896,369.2282933610003,0.5191206026032518
MICROCHIP_TRIANGLE,product_rolling,1000,1.5,500,8181,3,3,117.87441563960901,121.75966850828729,2353,3,162.98099254369882,158.64515340422932,0.7241168561300575,0.7189830094120523,2.0371116388588204,-0.007167483346574679,0.9979453070567251,372.69951616952574,0.2898643583656611
PEBBLES_XL,product_rolling,500,3.0,100,376,3,3,117.59947643979058,126.96073298429319,81,3,146.93218085106383,138.24468085106383,0.7819148936170213,0.7792553191489362,3.3580845858475277,0.008793805384353122,0.9953800168366258,156.1226416702328,0.014468622394154309
PEBBLES_XL,product_rolling,500,2.5,200,1411,3,3,107.09318181818182,114.65113636363637,440,3,154.96208362863217,146.4879518072289,0.6428065201984409,0.6371367824238129,2.8795139889024526,0.007898530447630964,0.9954171812014575,158.12031159478556,0.04818705795571241
PEBBLES_XL,product_rolling,500,3.0,500,376,3,3,103.51442307692308,111.16826923076923,81,3,182.27659574468086,173.58909574468086,0.6808510638297872,0.6728723404255319,3.3580845858475277,0.008793805384353122,0.9953800168366258,156.1226416702328,0.015077827547592383
PEBBLES_XS,product_rolling,1000,2.5,500,1611,3,3,94.5125786163522,98.51153039832285,433,3,150.39509621353196,145.65487274984483,0.7262569832402235,0.7206703910614525,2.804311894765674,-0.016585738369820524,0.9976663011366155,321.50324571484725,0.05922565258584077
PEBBLES_XL,product_rolling,500,2.5,100,1411,3,3,89.17159090909091,96.72954545454546,440,3,108.04429482636428,99.57016300496102,0.6789510985116939,0.666194188518781,2.8795139889024526,0.007898530447630964,0.9954171812014575,158.12031159478556,0.04770031999656379
GALAXY_SOUNDS_SOLAR_WINDS,product_rolling,1000,3.0,200,269,3,3,83.79411764705883,90.09663865546219,33,3,95.6728624535316,89.19702602230483,0.7323420074349443,0.7211895910780669,3.2205374061247656,-0.0064217530624461824,0.9981480073460651,399.58401292796634,0.010977543433730369
MICROCHIP_TRIANGLE,product_rolling,500,2.0,500,4563,3,3,81.07761087267525,85.02038626609442,1398,3,107.83760683760684,103.4776462853386,0.6719263642340565,0.6646942800788954,2.456782333703791,-0.007476661821754281,0.9967963545253817,229.2227515851161,0.1606481654497849
PEBBLES_XL,product_rolling,200,1.5,500,8863,3,3,79.25952,86.60864,2788,3,96.81580728872842,88.51094437549362,0.5476700891346046,0.5424799729211328,2.056122949432871,0.007446387658528261,0.9909069414908215,77.00294135756683,0.31165720291929194
PEBBLES_XL,product_rolling,100,3.0,200,479,3,3,73.0253807106599,80.05583756345177,125,3,110.27453027139875,102.26304801670146,0.605427974947808,0.5949895615866388,3.3339166616903713,0.006671088861699249,0.9840602455177665,43.30166818023402,0.016846960078394615
PEBBLES_L,product_rolling,500,2.5,500,1534,3,3,71.55493482309124,78.29050279329608,496,3,128.3797262059974,121.88363754889178,0.6636245110821382,0.6473272490221643,2.876958509492976,0.007007845024078527,0.9966024341361148,212.99970872120932,0.053893227200988124
MICROCHIP_TRIANGLE,product_rolling,500,2.5,500,1548,3,3,71.12837837837837,75.13706563706563,504,3,115.72868217054264,111.37564599483204,0.6892764857881137,0.6834625322997416,2.9312125621195224,-0.007715659941193547,0.9967465930183672,225.62268530341623,0.054332653338773296
PEBBLES_XL,product_rolling,200,2.0,500,4110,3,3,63.830608240680185,71.17527795945063,1229,3,109.79622871046229,101.52104622871046,0.5549878345498783,0.5508515815085158,2.4305320458831616,0.007273028729684278,0.9909411221169852,77.32239213493753,0.1453754898194391
MICROCHIP_TRIANGLE,product_rolling,500,1.0,500,16059,3,3,60.222384023299355,64.1342833368005,4807,3,79.02397409552276,74.6804595553895,0.6060775888909645,0.6010336882744878,1.76146566662077,-0.0073497489465223316,0.9967994720138266,229.26897094688238,0.5664143667594168
MICROCHIP_TRIANGLE,product_rolling,500,1.5,500,10085,3,3,57.57406107406107,61.48438048438049,2849,3,90.26261774913237,85.90917203767972,0.6212196331184928,0.6165592464055528,2.066213758130694,-0.007238416082001728,0.9968334209671194,231.80790680471986,0.3581629726274039
PEBBLES_XL,product_rolling,500,2.0,200,4027,3,3,57.35063009636768,64.76501111934766,1307,3,110.98534889495903,102.6255276881053,0.5852992301961758,0.5763595728830395,2.44920161272642,0.00762051547099792,0.9954595680137339,159.89526718153837,0.13702637300264034
SLEEP_POD_NYLON,product_rolling,1000,2.5,500,1508,3,3,55.23936170212766,59.305851063829785,376,3,71.70490716180372,67.36637931034483,0.6949602122015915,0.6889920424403183,2.8080038676443735,-0.0021911522482238248,0.9976951587130732,305.26334929852527,0.05834706128717018
PEBBLES_L,product_rolling,1000,2.5,500,1815,3,3,55.18232484076433,61.935509554140125,472,3,102.79944903581267,96.30550964187327,0.6132231404958678,0.6038567493112947,3.0510397795350306,0.006706651030544412,0.9980225914636953,373.040172740301,0.06544254023488473
ROBOT_DISHES,product_rolling,1000,2.5,500,1337,3,3,53.90555555555556,57.54074074074074,270,3,90.72625280478684,87.08302169035153,0.6364996260284218,0.6290201944652206,2.8973676892060336,-0.10116069877045866,0.9953602216671973,318.92790177176283,0.051407235365901666
PEBBLES_XL,product_rolling,1000,3.0,100,422,3,3,53.75581395348837,63.1953488372093,72,3,123.29502369668246,114.72156398104265,0.6990521327014217,0.6800947867298578,3.398493981301524,0.008449968169803748,0.9974420426953807,276.31556846909746,0.016667624108382403
PEBBLES_XL,product_rolling,200,3.0,100,366,3,3,52.8739837398374,61.15040650406504,110,3,82.52732240437159,74.24863387978142,0.6010928961748634,0.592896174863388,3.284881864104086,0.007223898015154037,0.9909572163397606,77.40623705960212,0.0123966440359883
PEBBLES_XL,product_rolling,200,3.0,200,366,3,3,52.68796992481203,60.18045112781955,110,3,109.81010928961749,101.53142076502732,0.5655737704918032,0.5546448087431693,3.284881864104086,0.007223898015154037,0.9909572163397606,77.40623705960212,0.012523140403702464
PEBBLES_M,product_rolling,1000,3.0,100,387,3,3,52.5296052631579,59.286184210526315,93,3,82.38242894056847,75.82558139534883,0.8268733850129198,0.8217054263565892,3.2130033359980352,-0.005358497542798275,0.9978462451785658,324.36158956219236,0.013550753008117348
PEBBLES_L,product_rolling,500,2.0,500,4455,3,3,52.31483913328956,58.79514116874589,1404,3,65.81099887766554,59.32985409652076,0.5824915824915825,0.5737373737373738,2.4451853751888555,0.006726859731029114,0.9966523752659202,215.82449139957023,0.15654862071002423
SLEEP_POD_NYLON,product_rolling,500,3.0,500,198,3,3,52.00819672131148,56.17213114754098,22,3,76.94949494949495,72.52272727272727,0.7121212121212122,0.702020202020202,3.248272706075902,-0.0017395237312532049,0.9962253970104942,185.3908009102406,0.00926634768740032
MICROCHIP_TRIANGLE,product_rolling,1000,2.5,500,1067,3,3,50.247838616714695,54.76945244956772,287,3,124.29803186504218,119.9203373945642,0.7122774133083412,0.7000937207122774,2.960928207631029,-0.007312095784805486,0.9980025553288695,384.91076015562885,0.038501159177230806
OXYGEN_SHAKE_MINT,product_rolling,1000,3.0,100,158,3,3,49.16,55.69,32,3,63.7246835443038,57.33227848101266,0.8544303797468354,0.8544303797468354,3.189689062116583,-1.1515370637299249e-05,0.9980582234079236,464.99688026812436,0.005945531261986959
OXYGEN_SHAKE_MINT,product_rolling,1000,3.0,200,158,3,3,46.515625,52.53125,32,3,97.37341772151899,90.98101265822785,0.8544303797468354,0.8481012658227848,3.189689062116583,-1.1515370637299249e-05,0.9980582234079236,464.99688026812436,0.006006199948333763
PEBBLES_XL,product_rolling,500,1.5,200,8726,3,3,45.81830327321309,53.203239812959254,2765,3,83.92843227137291,75.59947283978913,0.5663534265413707,0.5567270226908091,2.0575610124337107,0.007553027981419746,0.9954761813929885,160.56285277323929,0.2971690280512847
SLEEP_POD_POLYESTER,product_rolling,1000,3.0,200,560,3,3,45.75,50.50335570469799,121,3,73.71785714285714,68.70267857142858,0.7357142857142858,0.7214285714285714,3.329313076177018,0.0008542021797430681,0.9980453652724508,388.5088629532224,0.0224719387755102
PEBBLES_XL,product_rolling,1000,2.5,100,1502,3,3,45.13617463617464,52.53326403326403,408,3,111.30992010652463,102.8505326231691,0.6551264980026631,0.6378162450066578,2.9025834181180024,0.008023005254321834,0.9974141348357667,273.9523439455279,0.05202450604581098
PEBBLES_S,product_rolling,500,2.0,500,4444,3,3,45.08960270498732,51.057058326289095,1183,3,66.29016651665167,60.5232898289829,0.5897839783978398,0.5821332133213322,2.3997099130577157,0.008923624100255706,0.9967130293581536,229.3827682254056,0.1592380027476432
PEBBLES_M,product_rolling,200,3.0,500,403,3,3,44.00967741935484,50.91612903225806,103,3,106.26426799007444,99.65880893300248,0.6054590570719603,0.6054590570719603,3.27340631349429,-0.005265213667690968,0.9915158287190865,81.83084301780978,0.014538069740107091
TRANSLATOR_SPACE_GRAY,product_rolling,500,3.0,500,416,3,3,43.379629629629626,47.53703703703704,108,3,100.13341346153847,95.9483173076923,0.7980769230769231,0.7860576923076923,3.315353557129508,0.009585247821763666,0.9968574256484228,229.4200050860597,0.014957995951417004
PEBBLES_L,product_rolling,1000,3.0,500,791,3,3,43.15175097276265,50.05058365758755,214,3,149.32869785082175,142.7882427307206,0.7395701643489254,0.7218710493046776,3.5045967870260344,0.006539127200646312,0.9980440572094438,376.7921868466033,0.028510878967329827
ROBOT_LAUNDRY,product_rolling,1000,3.0,500,301,3,3,43.04970760233918,46.76315789473684,61,3,78.28405315614619,74.68770764119601,0.7807308970099668,0.7774086378737541,3.3265056832252187,0.005002131281527065,0.9975655842932841,302.60762665363967,0.013192166462668298
PEBBLES_XL,product_rolling,200,1.0,500,15219,3,3,42.54699475594998,51.70068576038725,4958,3,70.04132991655167,61.74561403508772,0.529009790393587,0.5226361784611341,1.718407963398207,0.007457205436635778,0.9909065239838575,76.98121650070684,0.5344891254353111
PEBBLES_XL,product_rolling,1000,2.5,50,1502,3,3,42.28384991843393,51.55464926590538,408,3,65.6181757656458,57.15878828229028,0.6524633821571239,0.6384820239680427,2.9025834181180024,0.008023005254321834,0.9974141348357667,273.9523439455279,0.0517630763671888
UV_VISOR_MAGENTA,product_rolling,500,3.0,200,292,3,3,41.40963855421687,48.46987951807229,67,3,57.00342465753425,50.05650684931507,0.726027397260274,0.7054794520547946,3.2712586026422796,-0.004332066628764276,0.9960220399712122,179.32497466530393,0.011022504892367906
TRANSLATOR_GRAPHITE_MIST,product_rolling,1000,3.0,200,436,3,3,41.09027777777778,45.53472222222222,72,3,64.0538990825688,59.658256880733944,0.7522935779816514,0.7477064220183486,3.287990802658412,0.0009642450057721907,0.9977966565488753,325.6616356656646,0.017059071334956002
PEBBLES_XL,product_rolling,100,1.0,500,15642,3,3,40.99181748170967,48.305641124374276,5112,3,63.35414269275029,55.03170950006393,0.5370157268891446,0.5317095000639305,1.7356576716949745,0.007587142245618563,0.9839139220350399,42.92859688567956,0.5490149731828613
MICROCHIP_RECTANGLE,product_rolling,500,2.0,500,4204,3,3,40.240972222222226,44.02569444444445,1337,3,89.92519029495719,85.96836346336822,0.6382017126546147,0.6334443387250238,2.4761650157487405,-0.0027069530749677865,0.9964568900902915,196.7266000185631,0.1476663328158646
SLEEP_POD_POLYESTER,product_rolling,1000,2.5,200,1720,3,3,39.702,44.44466666666667,478,3,64.88110465116279,59.8,0.7034883720930233,0.6901162790697675,2.9157157827472395,-0.00015230523588567852,0.9979259596569514,370.18486396685245,0.06128666350261035
PEBBLES_XS,product_rolling,1000,2.5,200,1613,3,3,39.47155049786629,44.06045519203414,433,3,85.78022318660881,81.04029758214507,0.6398016119032858,0.6267823930564166,2.8039797115137985,-0.01659067850363808,0.997667161533581,321.6282987402125,0.057519073345395196
MICROCHIP_TRIANGLE,product_rolling,200,2.5,500,1617,3,3,39.357894736842105,43.87982456140351,450,3,54.795918367346935,50.44032158317873,0.5534941249226963,0.5479282622139765,2.9107813055175975,-0.00705807352612833,0.9923854452559943,92.1114486715569,0.05753402987989455
PANEL_4X4,product_rolling,200,3.0,500,448,3,3,38.2803738317757,42.757009345794394,107,3,51.598214285714285,47.21205357142857,0.5691964285714286,0.5647321428571429,3.332722437403571,-0.007960563383042272,0.9922794883566184,90.20019809536221,0.01661043233082707
MICROCHIP_TRIANGLE,product_rolling,1000,1.5,200,8645,3,3,37.2963149078727,41.801507537688444,2485,3,54.177096587622906,49.847194910352805,0.6018507807981492,0.5951417004048583,2.026661150380442,-0.007143853545340377,0.9979435288085751,372.21875843208426,0.29704648198203515
SLEEP_POD_NYLON,product_rolling,1000,3.0,500,299,3,3,37.04812834224599,41.593582887700535,50,3,66.77759197324414,62.364548494983275,0.7190635451505016,0.7157190635451505,3.234842561838388,-0.0042181736129498874,0.9976587414426983,300.0715277929581,0.014544270374933992
MICROCHIP_RECTANGLE,product_rolling,500,1.5,500,9462,3,3,36.82979734008866,40.569189360354656,3123,3,76.94134432466709,72.99508560558021,0.6051574719932361,0.6012470936377088,2.0647838959881173,-0.002704444567161711,0.9964623783128153,197.0079818595409,0.3320189789629432
SLEEP_POD_NYLON,product_rolling,1000,2.0,500,4266,3,3,36.1184668989547,40.20252613240418,1148,3,67.24589779653071,62.93952180028129,0.6678387248007501,0.6612751992498828,2.433488571440861,-0.0009097677738942353,0.9977159551819466,308.1306566853221,0.15258632516593876
PEBBLES_XS,product_rolling,500,3.0,100,344,3,3,36.10096153846154,40.375,104,3,60.5843023255814,55.70203488372093,0.6831395348837209,0.6656976744186046,3.332889101223259,-0.016080450941270988,0.9961326448121887,187.7104473823245,0.011747709654686399
PEBBLES_XL,product_rolling,500,2.5,50,1411,3,3,36.041304347826085,44.55760869565217,440,3,54.13111268603827,45.65698086463501,0.6321757618710134,0.6151665485471297,2.8795139889024526,0.007898530447630964,0.9954171812014575,158.12031159478556,0.047460619896078554
ROBOT_DISHES,product_rolling,1000,2.0,500,3987,3,3,35.20324005891016,38.66715758468336,1256,3,78.37960872836719,74.70040130423878,0.5964384248808628,0.5881615249561073,2.442436498490531,-0.10162006146059777,0.9953481991148142,316.1532261370229,0.14010874816838936
PEBBLES_XL,product_rolling,500,2.0,100,4032,3,3,34.49147516679022,41.9058561897702,1307,3,76.04340277777777,67.68154761904762,0.6158234126984127,0.6014384920634921,2.4487033085532097,0.007627297238144132,0.9954589114175028,159.86609515871436,0.13581815175565176
SLEEP_POD_NYLON,product_rolling,1000,1.5,500,8894,3,3,34.293932725558,38.39845960389815,2682,3,60.434112885091075,56.1561727006971,0.6436923768832921,0.6371711266022038,2.0700875352306096,0.0015641297183355146,0.997772665710723,316.7532898027432,0.3136217911542968
GALAXY_SOUNDS_SOLAR_FLAMES,product_rolling,100,3.0,500,535,3,3,33.90683229813665,41.099378881987576,161,3,76.85607476635514,69.80654205607476,0.6355140186915887,0.6205607476635514,3.368926650016848,-0.012782353124281338,0.9842114795707415,44.12546099522907,0.01887476635514019
GALAXY_SOUNDS_SOLAR_WINDS,product_rolling,1000,2.5,200,1274,3,3,33.720877458396366,40.15204236006051,157,3,58.19662480376766,51.66483516483517,0.6475667189952904,0.6342229199372057,2.823122763825742,-0.007432966900716796,0.9982229569048217,414.2609177104248,0.05362397078140519
