event_type,product,group,feature,direction,threshold,quantile,side,horizon,count_total,count_min_day,mean_all,median_all,win_all,mean_day2,mean_day3,mean_day4,win_day2,win_day3,win_day4,worst_day_mean,rank_score
numeric_regime,UV_VISOR_YELLOW,UV,group_residual,high,1863.38125,0.95,short,1000,1325,138,599.2966037735849,645.0,0.9803773584905661,348.0217391304348,629.5675675675676,628.314371257485,1.0,0.8648648648648649,0.999001996007984,348.0217391304348,2453.1484787018717
numeric_regime,UV_VISOR_YELLOW,UV,spread,high,16.0,0.99,short,1000,676,28,608.3002958579882,641.5,0.9659763313609467,323.4642857142857,443.438202247191,648.8157423971378,1.0,0.7528089887640449,0.998211091234347,323.4642857142857,2036.5040317706312
numeric_regime,PANEL_1X4,PANEL,group_residual_z,low,-0.9521641819980745,0.05,long,1000,1500,253,305.22266666666667,303.5,0.9913333333333333,362.2648221343874,279.6031746031746,299.75949367088606,1.0,1.0,0.9850402761795167,279.6031746031746,2027.2627650140234
numeric_regime,UV_VISOR_YELLOW,UV,group_residual,high,1729.0250000000005,0.9,short,1000,2222,444,461.81773177317734,540.0,0.8798379837983799,294.51126126126127,317.35213204951856,632.4272121788773,1.0,0.6341127922971114,0.9990485252140818,294.51126126126127,1996.9544489952125
numeric_regime,PANEL_1X4,PANEL,group_residual_z,low,-0.9206046583377638,0.1,long,1000,3000,286,290.016,261.0,0.9723333333333334,368.66083916083915,366.79604449938194,245.602624671916,1.0,0.9987639060568603,0.9569553805774278,245.602624671916,1912.06116272432
numeric_regime,MICROCHIP_SQUARE,MICROCHIP,vol_20,low,13.351660641340205,0.05,long,1000,1425,35,338.4975438596491,207.0,0.7347368421052631,317.51684532924963,614.4285714285714,459.14285714285717,0.7136294027565084,0.9642857142857143,0.9714285714285714,317.51684532924963,1694.308243874913
numeric_regime,SLEEP_POD_LAMB_WOOL,SLEEP,group_residual_z,low,-0.8251521208487391,0.1,long,1000,2930,24,250.86860068259386,219.0,0.8706484641638226,1021.6052631578947,619.0833333333334,237.5753138075314,1.0,1.0,0.8678521617852162,237.5753138075314,1651.2607641725933
numeric_regime,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,spread,high,15.0,0.95,short,1000,2429,22,279.7970358172087,307.0,0.8242074927953891,256.77272727272725,333.8837209302326,272.3072174738841,1.0,0.8770764119601329,0.8148148148148148,256.77272727272725,1649.8239040023157
numeric_regime,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,spread,high,15.0,0.99,short,1000,2429,22,279.7970358172087,307.0,0.8242074927953891,256.77272727272725,333.8837209302326,272.3072174738841,1.0,0.8770764119601329,0.8148148148148148,256.77272727272725,1649.8239040023157
numeric_regime,UV_VISOR_YELLOW,UV,group_residual,high,1863.38125,0.95,short,500,1435,138,270.2731707317073,268.0,0.8752613240418119,286.05797101449275,306.50847457627117,257.4311377245509,1.0,0.9016949152542373,0.8502994011976048,257.4311377245509,1637.9865453696113
numeric_regime,MICROCHIP_SQUARE,MICROCHIP,vol_50,low,17.000559413246975,0.2,long,1000,5611,96,290.4257708073427,197.0,0.6790233469969702,274.0418808300019,527.6335877862596,539.5520833333334,0.6596230725299829,0.9580152671755725,0.9791666666666666,274.0418808300019,1606.3730365316999
numeric_regime,UV_VISOR_MAGENTA,UV,group_mid_rank,low,2.0,0.05,long,1000,6656,244,261.5378605769231,237.0,0.734375,224.24276217027665,314.75409836065575,353.5460263007433,0.7152048037743942,1.0,0.7484276729559748,224.24276217027665,1449.7327437969295
numeric_regime,UV_VISOR_MAGENTA,UV,group_mid_rank,low,2.0,0.1,long,1000,6656,244,261.5378605769231,237.0,0.734375,224.24276217027665,314.75409836065575,353.5460263007433,0.7152048037743942,1.0,0.7484276729559748,224.24276217027665,1449.7327437969295
numeric_regime,UV_VISOR_MAGENTA,UV,group_mid_rank,low,2.0,0.2,long,1000,6656,244,261.5378605769231,237.0,0.734375,224.24276217027665,314.75409836065575,353.5460263007433,0.7152048037743942,1.0,0.7484276729559748,224.24276217027665,1449.7327437969295
numeric_regime,SNACKPACK_RASPBERRY,SNACKPACK,group_residual_z,low,-0.49686071536360604,0.05,long,1000,1500,42,356.57733333333334,352.5,0.93,387.93283582089555,285.2720207253886,211.5952380952381,0.980410447761194,0.7823834196891192,1.0,211.5952380952381,1439.2527717532314
numeric_regime,PEBBLES_L,PEBBLES,group_residual,low,-1023.88125,0.05,long,500,1406,27,325.0113798008535,357.5,0.9167852062588905,351.86889692585896,215.0,227.08424908424908,0.9113924050632911,0.9629629629629629,0.9340659340659341,215.0,1428.8842210906091
