product,day,bucket,n_trades,sum_qty,trade_vwap,quote_mean_mid,trade_minus_quote
GALAXY_SOUNDS_BLACK_HOLES,2,0,44,107,9973.82243,9989.38175,-15.55932
GALAXY_SOUNDS_BLACK_HOLES,2,1,54,137,10487.452555,10468.5505,18.902055
GALAXY_SOUNDS_BLACK_HOLES,2,2,47,115,10443.947826,10483.274,-39.326174
GALAXY_SOUNDS_BLACK_HOLES,2,3,37,82,11069.207317,10968.923,100.284317
GALAXY_SOUNDS_BLACK_HOLES,2,4,47,121,11490.661157,11492.331,-1.669843
GALAXY_SOUNDS_BLACK_HOLES,3,0,48,127,11378.204724,11365.8655,12.339224
GALAXY_SOUNDS_BLACK_HOLES,3,1,51,136,10897.794118,10920.18775,-22.393632
GALAXY_SOUNDS_BLACK_HOLES,3,2,47,111,10873.333333,10829.6435,43.689833
GALAXY_SOUNDS_BLACK_HOLES,3,3,53,124,11060.75,11069.80275,-9.05275
GALAXY_SOUNDS_BLACK_HOLES,3,4,56,151,11323.450331,11353.8895,-30.439169
GALAXY_SOUNDS_BLACK_HOLES,4,0,57,133,11986.729323,12005.817,-19.087677
GALAXY_SOUNDS_BLACK_HOLES,4,1,51,123,12431.406504,12492.39875,-60.992246
GALAXY_SOUNDS_BLACK_HOLES,4,2,48,116,12723.862069,12708.152,15.710069
GALAXY_SOUNDS_BLACK_HOLES,4,3,41,95,12477.021053,12457.00925,20.011803
GALAXY_SOUNDS_BLACK_HOLES,4,4,52,127,13446.574803,13397.855,48.719803
GALAXY_SOUNDS_DARK_MATTER,2,0,44,107,9802.102804,9802.77025,-0.667446
GALAXY_SOUNDS_DARK_MATTER,2,1,54,137,9888.175182,9898.69825,-10.523068
GALAXY_SOUNDS_DARK_MATTER,2,2,47,115,10152.895652,10139.37,13.525652
GALAXY_SOUNDS_DARK_MATTER,2,3,37,82,10395.317073,10378.069,17.248073
GALAXY_SOUNDS_DARK_MATTER,2,4,47,121,10316.396694,10340.6615,-24.264806
GALAXY_SOUNDS_DARK_MATTER,3,0,48,127,10323.677165,10290.03325,33.643915
GALAXY_SOUNDS_DARK_MATTER,3,1,51,136,10096.161765,10147.8215,-51.659735
GALAXY_SOUNDS_DARK_MATTER,3,2,47,111,10269.252252,10261.1025,8.149752
GALAXY_SOUNDS_DARK_MATTER,3,3,53,124,10474.983871,10496.82675,-21.842879
GALAXY_SOUNDS_DARK_MATTER,3,4,56,151,10916.15894,10913.9705,2.18844
GALAXY_SOUNDS_DARK_MATTER,4,0,57,133,10628.210526,10585.056,43.154526
GALAXY_SOUNDS_DARK_MATTER,4,1,51,123,10271.130081,10249.81775,21.312331
GALAXY_SOUNDS_DARK_MATTER,4,2,48,116,10032.077586,10030.171,1.906586
GALAXY_SOUNDS_DARK_MATTER,4,3,41,95,9932.431579,9956.74475,-24.313171
GALAXY_SOUNDS_DARK_MATTER,4,4,52,127,9951.125984,9908.81425,42.311734
GALAXY_SOUNDS_PLANETARY_RINGS,2,0,44,107,10308.411215,10296.32675,12.084465
GALAXY_SOUNDS_PLANETARY_RINGS,2,1,54,137,9776.605839,9810.90025,-34.294411
GALAXY_SOUNDS_PLANETARY_RINGS,2,2,47,115,9604.504348,9571.847,32.657348
GALAXY_SOUNDS_PLANETARY_RINGS,2,3,37,82,9689.963415,9663.2045,26.758915
GALAXY_SOUNDS_PLANETARY_RINGS,2,4,47,121,10781.066116,10723.9835,57.082616
GALAXY_SOUNDS_PLANETARY_RINGS,3,0,48,127,11434.346457,11412.3365,22.009957
GALAXY_SOUNDS_PLANETARY_RINGS,3,1,51,136,11336.463235,11366.79025,-30.327015
GALAXY_SOUNDS_PLANETARY_RINGS,3,2,47,111,11585.45045,11555.3865,30.06395
GALAXY_SOUNDS_PLANETARY_RINGS,3,3,53,124,11921.637097,11912.5335,9.103597
GALAXY_SOUNDS_PLANETARY_RINGS,3,4,56,151,11847.847682,11829.31925,18.528432
GALAXY_SOUNDS_PLANETARY_RINGS,4,0,57,133,10865.977444,10823.493,42.484444
GALAXY_SOUNDS_PLANETARY_RINGS,4,1,51,123,10451.780488,10529.31125,-77.530762
GALAXY_SOUNDS_PLANETARY_RINGS,4,2,48,116,11112.5,11106.2215,6.2785
GALAXY_SOUNDS_PLANETARY_RINGS,4,3,41,95,10720.326316,10722.423,-2.096684
GALAXY_SOUNDS_PLANETARY_RINGS,4,4,52,127,10124.251969,10176.021,-51.769031
GALAXY_SOUNDS_SOLAR_FLAMES,2,0,44,107,10459.766355,10426.98425,32.782105
GALAXY_SOUNDS_SOLAR_FLAMES,2,1,54,137,10938.605839,10913.6865,24.919339
GALAXY_SOUNDS_SOLAR_FLAMES,2,2,47,115,11413.808696,11422.7255,-8.916804
GALAXY_SOUNDS_SOLAR_FLAMES,2,3,37,82,11622.158537,11672.03075,-49.872213
GALAXY_SOUNDS_SOLAR_FLAMES,2,4,47,121,11044.049587,11042.79075,1.258837
GALAXY_SOUNDS_SOLAR_FLAMES,3,0,48,127,11528.031496,11558.7225,-30.691004
GALAXY_SOUNDS_SOLAR_FLAMES,3,1,51,136,11848.911765,11871.56225,-22.650485
GALAXY_SOUNDS_SOLAR_FLAMES,3,2,47,111,11035.495495,11057.87775,-22.382255
GALAXY_SOUNDS_SOLAR_FLAMES,3,3,53,124,10858.475806,10815.34875,43.127056
GALAXY_SOUNDS_SOLAR_FLAMES,3,4,56,151,10998.324503,10996.48175,1.842753
GALAXY_SOUNDS_SOLAR_FLAMES,4,0,57,133,10638.007519,10622.11775,15.889769
GALAXY_SOUNDS_SOLAR_FLAMES,4,1,51,123,10656.146341,10655.54625,0.600091
GALAXY_SOUNDS_SOLAR_FLAMES,4,2,48,116,11096.422414,11050.826,45.596414
GALAXY_SOUNDS_SOLAR_FLAMES,4,3,41,95,11340.778947,11360.90775,-20.128803
GALAXY_SOUNDS_SOLAR_FLAMES,4,4,52,127,10862.15748,10920.967,-58.80952
GALAXY_SOUNDS_SOLAR_WINDS,2,0,44,107,10183.457944,10218.09125,-34.633306
GALAXY_SOUNDS_SOLAR_WINDS,2,1,54,137,10454.510949,10482.89125,-28.380301
GALAXY_SOUNDS_SOLAR_WINDS,2,2,47,115,10120.478261,10114.5425,5.935761
GALAXY_SOUNDS_SOLAR_WINDS,2,3,37,82,9872.95122,9939.94525,-66.99403
GALAXY_SOUNDS_SOLAR_WINDS,2,4,47,121,9625.173554,9577.44075,47.732804
GALAXY_SOUNDS_SOLAR_WINDS,3,0,48,127,9588.496063,9580.69075,7.805313
GALAXY_SOUNDS_SOLAR_WINDS,3,1,51,136,10031.404412,10025.657,5.747412
GALAXY_SOUNDS_SOLAR_WINDS,3,2,47,111,10426.171171,10429.96325,-3.792079
GALAXY_SOUNDS_SOLAR_WINDS,3,3,53,124,10594.685484,10583.9345,10.750984
GALAXY_SOUNDS_SOLAR_WINDS,3,4,56,151,10960.337748,10929.01875,31.318998
GALAXY_SOUNDS_SOLAR_WINDS,4,0,57,133,10744.022556,10796.905,-52.882444
GALAXY_SOUNDS_SOLAR_WINDS,4,1,51,123,11237.674797,11177.01325,60.661547
GALAXY_SOUNDS_SOLAR_WINDS,4,2,48,116,10681.534483,10627.543,53.991483
GALAXY_SOUNDS_SOLAR_WINDS,4,3,41,95,11270.252632,11264.6175,5.635132
GALAXY_SOUNDS_SOLAR_WINDS,4,4,52,127,10783.716535,10814.9055,-31.188965
MICROCHIP_CIRCLE,2,0,37,71,9368.239437,9399.98925,-31.749813
MICROCHIP_CIRCLE,2,1,36,68,9223.897059,9254.67425,-30.777191
MICROCHIP_CIRCLE,2,2,33,65,8962.0,8933.8195,28.1805
MICROCHIP_CIRCLE,2,3,44,87,9188.643678,9182.881,5.762678
MICROCHIP_CIRCLE,2,4,24,51,9185.686275,9180.65025,5.036025
MICROCHIP_CIRCLE,3,0,38,78,9210.679487,9208.1685,2.510987
MICROCHIP_CIRCLE,3,1,32,61,8827.852459,8846.85325,-19.000791
MICROCHIP_CIRCLE,3,2,38,72,9051.333333,9060.03425,-8.700917
MICROCHIP_CIRCLE,3,3,36,66,8821.045455,8832.327,-11.281545
MICROCHIP_CIRCLE,3,4,50,106,8545.301887,8541.03825,4.263637
MICROCHIP_CIRCLE,4,0,33,67,8577.492537,8630.256,-52.763463
MICROCHIP_CIRCLE,4,1,40,78,8992.294872,8985.1,7.194872
MICROCHIP_CIRCLE,4,2,41,84,9552.452381,9547.13325,5.319131
MICROCHIP_CIRCLE,4,3,35,67,10178.955224,10139.34625,39.608974
MICROCHIP_CIRCLE,4,4,52,98,10491.530612,10481.00825,10.522362
MICROCHIP_OVAL,2,0,37,71,9810.816901,9805.00825,5.808651
MICROCHIP_OVAL,2,1,36,68,9826.573529,9862.06625,-35.492721
MICROCHIP_OVAL,2,2,33,65,9464.815385,9425.37075,39.444635
MICROCHIP_OVAL,2,3,44,87,9982.137931,10027.12075,-44.982819
MICROCHIP_OVAL,2,4,24,51,9670.078431,9712.34525,-42.266819
MICROCHIP_OVAL,3,0,38,78,9334.448718,9281.89525,52.553468
MICROCHIP_OVAL,3,1,32,61,8986.377049,9014.52725,-28.150201
MICROCHIP_OVAL,3,2,38,72,8610.180556,8641.988,-31.807444
MICROCHIP_OVAL,3,3,36,66,7946.772727,7913.3535,33.419227
MICROCHIP_OVAL,3,4,50,106,7847.716981,7867.104,-19.387019
MICROCHIP_OVAL,4,0,33,67,7114.059701,7076.68275,37.376951
MICROCHIP_OVAL,4,1,40,78,6491.435897,6461.708,29.727897
MICROCHIP_OVAL,4,2,41,84,6171.369048,6200.35825,-28.989202
MICROCHIP_OVAL,4,3,35,67,5758.373134,5771.5945,-13.221366
MICROCHIP_OVAL,4,4,52,98,5627.755102,5632.858,-5.102898
MICROCHIP_RECTANGLE,2,0,37,71,10076.957746,10039.532,37.425746
MICROCHIP_RECTANGLE,2,1,36,68,9857.102941,9937.14025,-80.037309
MICROCHIP_RECTANGLE,2,2,33,65,9317.815385,9313.95725,3.858135
MICROCHIP_RECTANGLE,2,3,44,87,9254.885057,9253.41175,1.473307
MICROCHIP_RECTANGLE,2,4,24,51,9437.745098,9440.3215,-2.576402
MICROCHIP_RECTANGLE,3,0,38,78,9124.807692,9151.6715,-26.863808
MICROCHIP_RECTANGLE,3,1,32,61,8496.163934,8547.6535,-51.489566
MICROCHIP_RECTANGLE,3,2,38,72,8112.472222,8121.6825,-9.210278
MICROCHIP_RECTANGLE,3,3,36,66,7786.666667,7759.601,27.065667
MICROCHIP_RECTANGLE,3,4,50,106,7909.528302,7886.16175,23.366552
MICROCHIP_RECTANGLE,4,0,33,67,7829.925373,7873.97025,-44.044877
MICROCHIP_RECTANGLE,4,1,40,78,8391.358974,8402.39575,-11.036776
MICROCHIP_RECTANGLE,4,2,41,84,8705.238095,8728.47325,-23.235155
MICROCHIP_RECTANGLE,4,3,35,67,8173.791045,8230.8515,-57.060455
MICROCHIP_RECTANGLE,4,4,52,98,8253.367347,8299.7665,-46.399153
MICROCHIP_SQUARE,2,0,37,71,10001.71831,10018.601,-16.88269
MICROCHIP_SQUARE,2,1,36,68,11316.911765,11302.3345,14.577265
MICROCHIP_SQUARE,2,2,33,65,11463.184615,11429.01875,34.165865
MICROCHIP_SQUARE,2,3,44,87,11642.0,11682.963,-40.963
MICROCHIP_SQUARE,2,4,24,51,11967.352941,11909.386,57.966941
MICROCHIP_SQUARE,3,0,38,78,13019.012821,13027.82025,-8.807429
MICROCHIP_SQUARE,3,1,32,61,14113.819672,14066.76325,47.056422
MICROCHIP_SQUARE,3,2,38,72,14948.416667,14906.57275,41.843917
MICROCHIP_SQUARE,3,3,36,66,15367.590909,15387.20525,-19.614341
MICROCHIP_SQUARE,3,4,50,106,15527.792453,15532.8435,-5.051047
MICROCHIP_SQUARE,4,0,33,67,15401.373134,15245.57675,155.796384
MICROCHIP_SQUARE,4,1,40,78,15151.923077,15133.0045,18.918577
MICROCHIP_SQUARE,4,2,41,84,15470.52381,15496.84175,-26.31794
MICROCHIP_SQUARE,4,3,35,67,14460.38806,14492.905,-32.51694
MICROCHIP_SQUARE,4,4,52,98,14337.132653,14289.38825,47.744403
MICROCHIP_TRIANGLE,2,0,37,71,10151.253521,10124.46875,26.784771
MICROCHIP_TRIANGLE,2,1,36,68,10257.073529,10287.6625,-30.588971
MICROCHIP_TRIANGLE,2,2,33,65,10317.507692,10311.96575,5.541942
MICROCHIP_TRIANGLE,2,3,44,87,10307.724138,10263.30175,44.422388
MICROCHIP_TRIANGLE,2,4,24,51,10084.823529,10095.0615,-10.237971
MICROCHIP_TRIANGLE,3,0,38,78,10468.628205,10377.04325,91.584955
MICROCHIP_TRIANGLE,3,1,32,61,10235.754098,10257.64025,-21.886152
MICROCHIP_TRIANGLE,3,2,38,72,10138.694444,10067.1015,71.592944
MICROCHIP_TRIANGLE,3,3,36,66,10427.424242,10471.0445,-43.620258
MICROCHIP_TRIANGLE,3,4,50,106,9934.226415,9972.59475,-38.368335
MICROCHIP_TRIANGLE,4,0,33,67,9264.298507,9210.11425,54.184257
MICROCHIP_TRIANGLE,4,1,40,78,8817.320513,8781.5615,35.759013
MICROCHIP_TRIANGLE,4,2,41,84,8555.619048,8548.45725,7.161798
MICROCHIP_TRIANGLE,4,3,35,67,8355.61194,8363.441,-7.82906
MICROCHIP_TRIANGLE,4,4,52,98,8176.765306,8164.40775,12.357556
OXYGEN_SHAKE_CHOCOLATE,2,0,44,107,9775.457944,9760.02525,15.432694
OXYGEN_SHAKE_CHOCOLATE,2,1,54,137,9147.824818,9159.6085,-11.783682
OXYGEN_SHAKE_CHOCOLATE,2,2,47,115,9072.991304,9083.3665,-10.375196
OXYGEN_SHAKE_CHOCOLATE,2,3,37,82,9420.268293,9376.058,44.210293
OXYGEN_SHAKE_CHOCOLATE,2,4,47,121,9383.289256,9399.9805,-16.691244
OXYGEN_SHAKE_CHOCOLATE,3,0,48,127,9470.637795,9458.42975,12.208045
OXYGEN_SHAKE_CHOCOLATE,3,1,51,136,9035.676471,9034.887,0.789471
OXYGEN_SHAKE_CHOCOLATE,3,2,47,111,9135.963964,9136.72025,-0.756286
OXYGEN_SHAKE_CHOCOLATE,3,3,53,124,9197.758065,9176.08475,21.673315
OXYGEN_SHAKE_CHOCOLATE,3,4,56,151,9432.417219,9411.80425,20.612969
OXYGEN_SHAKE_CHOCOLATE,4,0,57,133,9235.879699,9256.7025,-20.822801
OXYGEN_SHAKE_CHOCOLATE,4,1,51,123,9437.666667,9478.512,-40.845333
OXYGEN_SHAKE_CHOCOLATE,4,2,48,116,10229.715517,10159.66175,70.053767
OXYGEN_SHAKE_CHOCOLATE,4,3,41,95,10809.084211,10811.1555,-2.071289
OXYGEN_SHAKE_CHOCOLATE,4,4,52,127,10654.031496,10650.1905,3.840996
OXYGEN_SHAKE_EVENING_BREATH,2,0,44,107,10028.130841,9966.003,62.127841
OXYGEN_SHAKE_EVENING_BREATH,2,1,54,137,9640.671533,9645.4585,-4.786967
OXYGEN_SHAKE_EVENING_BREATH,2,2,47,115,9052.556522,9036.6015,15.955022
OXYGEN_SHAKE_EVENING_BREATH,2,3,37,82,8756.731707,8798.008,-41.276293
OXYGEN_SHAKE_EVENING_BREATH,2,4,47,121,8439.595041,8476.736,-37.140959
OXYGEN_SHAKE_EVENING_BREATH,3,0,48,127,8839.685039,8854.36,-14.674961
OXYGEN_SHAKE_EVENING_BREATH,3,1,51,136,9330.882353,9348.861,-17.978647
OXYGEN_SHAKE_EVENING_BREATH,3,2,47,111,9234.36036,9252.508,-18.14764
OXYGEN_SHAKE_EVENING_BREATH,3,3,53,124,9162.903226,9173.053,-10.149774
OXYGEN_SHAKE_EVENING_BREATH,3,4,56,151,9388.503311,9392.687,-4.183689
OXYGEN_SHAKE_EVENING_BREATH,4,0,57,133,9338.330827,9378.8865,-40.555673
OXYGEN_SHAKE_EVENING_BREATH,4,1,51,123,9754.861789,9770.02,-15.158211
OXYGEN_SHAKE_EVENING_BREATH,4,2,48,116,9352.396552,9386.0025,-33.605948
OXYGEN_SHAKE_EVENING_BREATH,4,3,41,95,9272.947368,9277.329,-4.381632
OXYGEN_SHAKE_EVENING_BREATH,4,4,52,127,9347.149606,9321.911,25.238606
OXYGEN_SHAKE_GARLIC,2,0,44,107,9913.560748,9925.951,-12.390252
OXYGEN_SHAKE_GARLIC,2,1,54,137,10892.277372,10851.753,40.524372
OXYGEN_SHAKE_GARLIC,2,2,47,115,11568.773913,11545.41675,23.357163
OXYGEN_SHAKE_GARLIC,2,3,37,82,11323.829268,11331.35375,-7.524482
